version,classpath,features,nsmells,BUGGY
"1.1.0","src/java/org/apache/avro/ipc/SocketTransceiver.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/SocketServer.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/Responder.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/Requestor.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/RPCPlugin.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/RPCContext.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/ByteBufferOutputStream.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/ByteBufferInputStream.java","","","NO"
"1.1.0","src/java/org/apache/avro/ipc/AvroRemoteException.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/parsing/Symbol.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/parsing/SkipParser.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/parsing/Parser.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/ValidatingEncoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/ValidatingDecoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/ResolvingDecoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/ParsingEncoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/ParsingDecoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/JsonEncoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/JsonDecoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/Encoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/Decoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/DatumWriter.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/DatumReader.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/BlockingBinaryEncoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/BinaryEncoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/BinaryDecoder.java","","","NO"
"1.1.0","src/java/org/apache/avro/io/BinaryData.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericResponder.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericRequestor.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericRecord.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericFixed.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericDatumWriter.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericDatumReader.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericData.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericContainer.java","","","NO"
"1.1.0","src/java/org/apache/avro/generic/GenericArray.java","","","NO"
"1.1.0","src/java/org/apache/avro/file/SeekableInput.java","","","NO"
"1.1.0","src/java/org/apache/avro/file/SeekableFileInput.java","","","NO"
"1.1.0","src/java/org/apache/avro/file/DataFileWriter.java","","","NO"
"1.1.0","src/java/org/apache/avro/file/DataFileReader.java","","","NO"
"1.1.0","src/java/org/apache/avro/SchemaParseException.java","","","NO"
"1.1.0","src/java/org/apache/avro/Schema.java","","","NO"
"1.1.0","src/java/org/apache/avro/Protocol.java","","","NO"
"1.1.0","src/java/org/apache/avro/AvroTypeException.java","","","NO"
"1.1.0","src/java/org/apache/avro/AvroRuntimeException.java","","","NO"
"1.2.0","src/java/org/apache/avro/util/Utf8.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificResponder.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificRequestor.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificRecordBase.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificRecord.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificFixed.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificExceptionBase.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificDatumWriter.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificDatumReader.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificData.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SpecificCompiler.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/SchemaTask.java","","","NO"
"1.2.0","src/java/org/apache/avro/specific/ProtocolTask.java","","","NO"
"1.2.0","src/java/org/apache/avro/reflect/ReflectResponder.java","","","NO"
"1.2.0","src/java/org/apache/avro/reflect/ReflectRequestor.java","","","NO"
"1.2.0","src/java/org/apache/avro/reflect/ReflectDatumWriter.java","","","NO"
"1.2.0","src/java/org/apache/avro/reflect/ReflectDatumReader.java","","","NO"
"1.2.0","src/java/org/apache/avro/reflect/ReflectData.java","","","NO"
"1.2.0","src/java/org/apache/avro/reflect/FixedSize.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/Transceiver.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/SocketTransceiver.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/SocketServer.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/Server.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/ResponderServlet.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/Responder.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/Requestor.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/RPCPlugin.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/RPCContext.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/HttpTransceiver.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/HttpServer.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/DatagramTransceiver.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/DatagramServer.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/ByteBufferOutputStream.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/ByteBufferInputStream.java","","","NO"
"1.2.0","src/java/org/apache/avro/ipc/AvroRemoteException.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/parsing/Symbol.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/parsing/SkipParser.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/parsing/Parser.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/ValidatingEncoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/ValidatingDecoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/ResolvingDecoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/ParsingEncoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/ParsingDecoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/JsonEncoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/JsonDecoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/Encoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/Decoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/DatumWriter.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/DatumReader.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/BlockingBinaryEncoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/BinaryEncoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/BinaryDecoder.java","","","NO"
"1.2.0","src/java/org/apache/avro/io/BinaryData.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericResponder.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericRequestor.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericRecord.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericFixed.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericDatumWriter.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericDatumReader.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericData.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericContainer.java","","","NO"
"1.2.0","src/java/org/apache/avro/generic/GenericArray.java","","","NO"
"1.2.0","src/java/org/apache/avro/file/SeekableInput.java","","","NO"
"1.2.0","src/java/org/apache/avro/file/SeekableFileInput.java","","","NO"
"1.2.0","src/java/org/apache/avro/file/DataFileWriter.java","","","NO"
"1.2.0","src/java/org/apache/avro/file/DataFileReader.java","","","NO"
"1.2.0","src/java/org/apache/avro/file/DataFileConstants.java","","","NO"
"1.2.0","src/java/org/apache/avro/SchemaParseException.java","","","NO"
"1.2.0","src/java/org/apache/avro/Schema.java","","","NO"
"1.2.0","src/java/org/apache/avro/Protocol.java","","","NO"
"1.2.0","src/java/org/apache/avro/AvroTypeException.java","","","NO"
"1.2.0","src/java/org/apache/avro/AvroRuntimeException.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/SchemaParseException.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/AvroRuntimeException.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/Schema.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/RPCContext.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/Server.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/Transceiver.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/DatagramServer.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/Responder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/Requestor.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/SocketServer.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/ipc/HttpServer.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/FixedSize.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SchemaTask.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificRecord.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/ProtocolTask.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificFixed.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificData.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/specific/SpecificResponder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/BinaryEncoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/ParsingEncoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/parsing/Parser.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/parsing/ValidatingGrammarGenerator.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/parsing/SkipParser.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/parsing/Symbol.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/parsing/ResolvingGrammarGenerator.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/parsing/JsonGrammarGenerator.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/DecoderFactory.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/JsonDecoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/Encoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/Decoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/DatumWriter.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/ResolvingDecoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/BinaryData.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/JsonEncoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/DatumReader.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/ParsingDecoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/io/BinaryDecoder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericArray.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericDatumReader.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/IndexedRecord.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericFixed.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericRequestor.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericDatumWriter.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericResponder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericContainer.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericRecord.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/generic/GenericData.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/AvroTypeException.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/JsonToBinaryFragmentTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/DataFileReadTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/RpcSendTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/Tool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/GenAvroTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/RpcReceiveTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/DataFileGetSchemaTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/Main.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/Util.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/BinaryFragmentToJsonTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/tool/DataFileWriteTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/util/Utf8.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/LengthLimitedInputStream.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/Codec.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/DeflateCodec.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/DataFileWriter.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/SeekableFileInput.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/CodecFactory.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/DataFileConstants.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/SeekableInput.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/NullCodec.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/DataFileReader.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/file/DataFileStream.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/InduceSchemaTool.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/ReflectData.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/ReflectRequestor.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/Union.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/ReflectResponder.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/Stringable.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/ReflectDatumReader.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/reflect/ReflectDatumWriter.java","","","NO"
"1.3.0","lang/java/src/java/org/apache/avro/Protocol.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/SchemaParseException.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/AvroRuntimeException.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/Schema.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/stats/StatsServlet.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/stats/FloatHistogram.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/stats/Histogram.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/stats/StatsPlugin.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/stats/Stopwatch.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/ByteBufferOutputStream.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/RPCContext.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/Server.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/AvroRemoteException.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/Transceiver.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/HttpTransceiver.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/DatagramServer.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/RPCPlugin.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/Responder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/Requestor.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/LocalTransceiver.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/DatagramTransceiver.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/SocketTransceiver.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/ByteBufferInputStream.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/SocketServer.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/ResponderServlet.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/ipc/HttpServer.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificDatumWriter.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/FixedSize.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificCompiler.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificExceptionBase.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificRecordBase.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SchemaTask.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificRecord.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/ProtocolTask.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificFixed.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificRequestor.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificData.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificDatumReader.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/specific/SpecificResponder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/ValidatingDecoder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/BinaryEncoder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/ValidatingEncoder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/DirectBinaryDecoder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/ParsingEncoder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/BlockingBinaryEncoder.java","","","NO"
"1.3.1","lang/java/src/java/org/apache/avro/io/parsing/Parser.java","","","NO"
